feature,mean,std
requested_amount_aud,51198.692613362946,1842.1062204198
credit_rating,20197.500883022098,1872.8418296785662
has_co_applicant,17953.142795221276,903.8644541684888
income_consistency,1355.6911501455802,489.27495256496064
applicant_age,59.875788419216406,40.81665542122949
